KEY,FREQ,REF_AREA,CES_BREAKDOWN,CES_CUSTOM,CES_VARIABLE,CES_ANSWER,CES_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,COMPILATION,DECIMALS,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-06,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-07,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-08,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-09,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-10,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-11,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2023-12,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-01,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-02,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-03,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-04,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-05,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-06,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-07,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-08,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-09,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-10,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-11,2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2024-12,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-01,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-02,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-03,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-04,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-05,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-06,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-07,2.1,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-08,2.2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-09,2.2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-10,2.2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-11,2.2,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2025-12,2.4,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-01,2.3,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-02,2.3,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-03,2.4,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-04,2.4,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-05,2.4,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
CES.M.Z18.ALL.T.E2020.NUM_VAR.WM,M,Z18,ALL,T,E2020,NUM_VAR,WM,2026-06,2.4,A,F,,,P1M,,U,,,,1,"Inflation expectations 5 years ahead (% change), Weighted median","Monthly - Euro area 11 (DE, IT, ES, FR, NL, BE, FI, AT, GR, PT, IE) - No specific breakdown - Total - Inflation expectations 5 years ahead (% change) - Numeric variable - Weighted median",PN,0
